cell_id	c0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	c105	c106	c107	c108	c109	c110	c111	c112	c113	c114	c115	c116	c117	c118	c119	c120	c121	c122	c123	c124	c125	c126	c127	c128	c129	c130	c131	c132	c133	c134	c135	c136	c137	c138	c139	c140	c141	c142	c143	c144	c145	c146	c147	c148	c149	c150	c151	c152	c153	c154	c155	c156	c157	c158	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c176	c177	c178	c179	c180	c181	c182	c183	c184	c185	c186	c187	c188	c189	c190	c191	c192	c193	c194	c195	c196	c197	c198	c199
285	1	1	0	1	3	3	3	1	1	1	0	0	0	0	0	0	3	3	3	1	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	3	0	0	3	0	0	0	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	3	0	0	0	0	0	3	1	1	1	1	0	1	1	1	1	1	1	1	0	1	3	3	1	1	0	1	0	3	1	3	0	0	0	0	0	0	0	0
286	0	1	1	1	1	1	3	1	1	1	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0	3	0	3	3	3	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	1	0	3	3	0	3	0	3	0	1	3	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	3	3	0	0	0	0	0	3	0	0	0	3	0	3	3	3	1	1	3	1	0	1	1	1	3	0	1	1	1	1	1	1	1	1	1	1	0	3	0	0	3	0	3	0	0	0
287	1	1	1	1	3	1	1	3	3	1	0	0	0	3	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	0	0	3	0	3	0	1	0	0	3	1	0	1	1	0	3	1	3	1	3	0	3	1	1	1	1	1	3	1	0	0	0	0	0	0	0	0	0
288	1	1	1	1	1	1	3	1	3	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	3	0	3	0	3	0	0	3	0	0	0	0	0	0	3	0	0	3	3	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	1	0	3	3	0	0	0	0	3	3	0	0	0	1	3	1	1	0	3	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	3	0
289	0	0	1	1	1	1	1	3	1	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	3	3	0	0	3	0	3	0	0	0	0	3	0	3	0	3	0	0	3	0	0	3	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	3	0	0	3	0	3	0	0	0	0	3	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	1	3	0	1	3	3	3	1	1	1	3	1	3	1	1	3	3	3	3	1	1	1	1	1	0	0	0	0	3	0	0	0
290	1	0	1	3	1	1	3	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	3	0	0	1	1	1	3	3	1	3	3	1	0	0	1	3	1	1	1	1	0	1	1	1	1	1	0	3	0	0	3	0	0	0	0
291	1	1	1	3	0	1	1	3	3	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	0	3	3	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	3	3	0	0	0	0	3	3	0	3	1	3	0	3	1	1	1	1	1	0	1	1	0	1	3	1	1	1	3	1	3	3	1	3	0	0	0	0	0	0	0	0
292	1	1	1	3	0	3	0	0	1	3	0	3	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	3	0	0	0	0	0	3	0	0	3	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	3	0	0	0	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	3	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	1	1	1	1	1	3	1	1	0	1	1	1	3	0	1	1	1	0	1	3	1	1	1	0	0	0	0	3	3	0	3
293	1	1	1	3	1	1	0	1	1	1	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	3	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	3	0	3	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	3	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	1	1	3	0	3	0	1	1	0	1	3	1	1	1	1	1	1	1	3	0	1	1	0	3	0	0	0	0	0	0
294	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	3	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	3	0	3	0	0	0	1	0	0	0	3	3	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	3	0	0	3	0	3	1	3	3	3	1	3	1	1	1	1	0	1	0	3	0	1	1	1	3	1	1	1	3	1	0	0	0	0	0	3	0	0
295	1	1	3	1	1	1	1	3	0	1	0	0	3	0	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3	0	0	0	0	1	0	1	3	1	3	1	1	1	1	0	1	3	1	0	1	1	1	0	1	1	1	0	0	3	0	0	0	0	0	3
296	1	0	1	1	0	3	1	3	0	3	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	3	0	0	0	0	3	0	3	0	0	0	0	3	3	3	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	1	1	1	1	3	1	3	1	1	3	3	1	1	3	1	1	1	1	1	1	3	1	3	3	0	0	0	0	0	0
297	3	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	3	3	0	0	3	0	0	0	0	0	3	0	0	3	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	3	3	0	0	3	0	0	3	0	0	3	0	3	3	0	0	3	0	3	0	3	3	0	3	3	0	0	0	0	3	3	3	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	3	0	0	1	3	1	1	0	3	0	1	3	0	1	0	1	1	3	1	1	1	1	0	3	3	3	3	0	0	0	0	3	0	0	3
298	1	1	1	1	1	1	1	3	1	3	3	0	0	0	3	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	3	0	3	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	3	3	0	0	0	3	3	3	0	3	0	0	0	0	0	3	0	0	0	3	3	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	0	3	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	3	1	1	1	0	3	0	0	0	3	3	0
299	0	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	3	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	3	0	0	3	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	1	3	0	1	3	1	1	1	1	1	1	1	3	0	3	1	1	1	1	3	1	1	1	3	3	0	0	0	0	0	0	0
300	3	1	1	0	0	1	1	3	1	1	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	3	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	3	0	0	3	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	3	0	0	3	0	1	3	1	1	1	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	3	1	0	1	0	0	0	0	3	0	0	3
301	1	1	3	1	1	0	1	1	1	1	3	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	3	3	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	3	3	0	0	0	3	3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	3	3	1	0	1	1	0	1	3	1	3	1	1	1	3	3	1	1	0	1	1	1	3	0	0	0	3	3	0	0
302	1	1	0	3	1	1	1	1	1	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	3	3	3	3	0	0	0	3	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0	3	0	3	0	3	0	0	0	0	3	3	0	0	3	3	0	3	3	3	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	3	0	3	3	0	3	0	0	0	1	0	1	3	1	1	1	1	3	1	1	1	1	3	3	1	1	1	1	3	1	0	1	1	0	0	3	0	0	0	0	0
303	1	3	1	1	1	1	1	1	1	1	0	3	3	0	3	0	3	0	0	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	0	0	0	3	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	1	3	1	1	3	0	1	1	1	0	1	3	1	1	1	1	1	1	0	1	1	1	0	3	3	0	3	0	0	3
304	1	0	1	3	0	1	1	3	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	3	0	0	0	3	0	0	3	3	0	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	3	0	0	0	0	0
305	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	3	0	0	3	3	3	0	0	0	3	0	3	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3	3	3	1	1	0	3	1	1	3	1	3	0	1	3	3	0	1	0	0	1	1	1	0	0	3	0	0	0	0	0
306	3	3	1	0	1	3	1	1	0	1	0	0	0	0	3	0	0	0	3	0	0	3	0	0	3	3	0	0	0	0	0	0	0	3	3	3	0	0	0	0	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	3	0	0	0	3	3	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	3	0	3	0	0	1	3	0	0	3	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	3	3	0	0	0	1	1	1	1	3	3	1	3	1	0	3	1	3	1	3	1	1	1	1	3	1	3	1	3	3	0	0	0	0	0	0	0
307	1	1	1	1	1	1	0	1	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	0	0	0	3	3	0	0	0	3	0	3	3	0	0	3	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	1	0	0	0	3	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	1	0	0	1	1	1	3	1	0	3	1	1	1	1	3	1	1	3	0	1	1	1	1	1	0	3	3	0	3	0	0	0
308	1	3	3	1	1	1	0	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	0	3	3	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	1	1	1	3	0	1	0	1	1	1	3	3	1	3	1	1	1	3	1	3	3	1	0	1	0	0	0	0	0	0	0	0
309	1	3	1	1	0	1	1	1	3	1	0	0	0	0	3	0	0	0	0	3	3	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0	3	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	3	0	0	0	3	0	0	0	0	3	0	0	3	0	0	0	0	0	3	3	1	0	0	0	0	0	3	0	3	0	3	0	3	0	3	0	0	3	3	0	1	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	3	0	0	3	1	0	0	1	0	3	1	1	1	3	0	0	1	0	1	0	0	0	1	3	1	1	1	3	3	0	3	3	0	0	3	3
310	1	1	1	1	0	0	3	1	3	1	3	0	3	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	0	0	0	0	3	0	3	0	3	0	0	0	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	3	0	0	0	0	1	1	1	0	3	1	1	1	0	1	3	1	3	3	3	1	1	1	1	3	0	0	1	1	0	0	0	0	3	3	0	0
311	1	1	1	3	3	1	3	3	1	1	0	0	0	3	0	3	0	0	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0	3	0	3	3	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	3	3	3	0	0	0	0	0	0	0	3	3	3	3	1	3	1	1	1	1	1	3	1	3	1	0	3	1	1	1	0	0	1	0	3	0	0	0	0	0	0	0
312	1	1	1	1	0	3	3	3	0	1	3	0	0	0	3	0	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	3	3	0	3	0	3	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	3	1	0	1	0	3	1	0	1	1	0	0	3	1	0	1	0	3	1	1	1	0	0	0	0	0	0	0	0	0	3
313	0	0	1	1	1	3	0	1	3	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	0	0	0	0	0	3	3	3	0	0	1	0	0	0	0	0	3	0	3	0	0	1	0	3	0	3	0	0	0	3	0	0	0	0	3	0	0	0	0	0	1	1	1	1	3	0	1	1	3	1	3	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	3	0	0
314	1	1	3	1	1	1	1	0	0	3	0	0	3	0	3	3	3	0	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	0	3	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	3	0	3	0	0	0	3	3	0	0	3	0	0	3	0	3	0	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	1	0	1	3	1	3	1	1	3	3	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
315	1	1	1	1	3	1	1	1	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	3	0	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	0	0	1	1	1	1	0	3	3	1	1	1	1	3	1	1	1	0	1	0	0	0	0	0	0	0	0
316	1	1	1	1	1	0	1	0	0	1	3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	3	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	3	3	0	0	0	0	1	0	3	3	0	0	0	3	0	0	0	3	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	1	0	1	1	1	1	3	1	1	1	1	1	3	1	1	3	0	0	0	1	3	0	0	0	0	0	0	0	0
317	1	1	1	3	1	1	1	1	1	1	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	3	3	0	3	3	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	0	3	3	3	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	3	0	0	3	0	0	0	0	3	0	0	3	1	3	1	1	0	1	1	0	1	1	1	0	3	1	1	1	1	3	1	1	3	1	3	0	0	0	0	0	0	0	0
